course_id,student_id,course_code,course_title,credit,semester,faculty,section,enrolled_status
CRS025001,2026025000000250,EEE101,Electrical Circuits,3.0,2,Prof. Sultana,B,Enrolled
CRS025002,2026025000000250,EEE203,Digital Electronics,3.0,2,Ms. Akter,B,Enrolled
CRS025003,2026025000000250,EEE221,Signals and Systems,3.0,2,Mr. Chowdhury,B,Enrolled
CRS025004,2026025000000250,EEE303,Power Systems,3.0,2,Prof. Sultana,B,Enrolled
CRS025005,2026025000000250,EEE315,Control Systems,3.0,2,Ms. Akter,B,Enrolled
CRS025101,2026035100000251,BUS101,Principles of Management,3.0,3,Ms. Akter,C,Enrolled
CRS025102,2026035100000251,BUS203,Business Communication,3.0,3,Ms. Akter,C,Enrolled
CRS025103,2026035100000251,FIN221,Corporate Finance,3.0,3,Ms. Akter,C,Enrolled
CRS025104,2026035100000251,MKT301,Marketing Management,3.0,3,Prof. Sultana,C,Enrolled
CRS025105,2026035100000251,ACC211,Financial Accounting,3.0,3,Mr. Chowdhury,C,Enrolled
CRS025201,2026045200000252,ENG101,Composition and Rhetoric,3.0,4,Dr. Karim,D,Enrolled
CRS025202,2026045200000252,ENG205,Bangladeshi Literature,3.0,4,Dr. Rahman,D,Enrolled
CRS025203,2026045200000252,ENG221,Phonetics,3.0,4,Dr. Rahman,D,Enrolled
CRS025204,2026045200000252,ENG303,Postcolonial Studies,3.0,4,Dr. Karim,D,Enrolled
CRS025205,2026045200000252,ENG315,ELT Methods,3.0,4,Dr. Rahman,D,Enrolled
CRS025301,2026055300000253,LAW101,Legal System of Bangladesh,3.0,5,Ms. Akter,A,Enrolled
CRS025302,2026055300000253,LAW203,Constitutional Law,3.0,5,Dr. Karim,A,Enrolled
CRS025303,2026055300000253,LAW221,Criminal Law,3.0,5,Dr. Rahman,A,Enrolled
CRS025304,2026055300000253,LAW303,Contract Law,3.0,5,Ms. Akter,A,Enrolled
CRS025305,2026055300000253,LAW315,Land Laws,3.0,5,Prof. Sultana,A,Enrolled
CRS025401,2026065400000254,PHR101,Pharmaceutical Chemistry,3.0,6,Dr. Rahman,B,Enrolled
CRS025402,2026065400000254,PHR203,Pharmacognosy,3.0,6,Dr. Rahman,B,Enrolled
CRS025403,2026065400000254,PHR221,Human Physiology,3.0,6,Dr. Rahman,B,Enrolled
CRS025404,2026065400000254,PHR303,Clinical Pharmacy,3.0,6,Prof. Sultana,B,Enrolled
CRS025405,2026065400000254,PHR315,Dosage Form Design,3.0,6,Mr. Chowdhury,B,Enrolled
CRS025501,2026075500000255,CE101,Engineering Drawing,3.0,7,Dr. Karim,C,Enrolled
CRS025502,2026075500000255,CE203,Structural Mechanics,3.0,7,Dr. Rahman,C,Enrolled
CRS025503,2026075500000255,CE221,Surveying,3.0,7,Ms. Akter,C,Enrolled
CRS025504,2026075500000255,CE303,Transportation Engineering,3.0,7,Dr. Rahman,C,Enrolled
CRS025505,2026075500000255,CE315,Environmental Engineering,3.0,7,Ms. Akter,C,Enrolled
CRS025601,2026085600000256,ECO101,Microeconomics,3.0,8,Ms. Akter,D,Enrolled
CRS025602,2026085600000256,ECO203,Macroeconomics,3.0,8,Dr. Karim,D,Enrolled
CRS025603,2026085600000256,ECO221,Bangladesh Economy,3.0,8,Dr. Rahman,D,Enrolled
CRS025604,2026085600000256,ECO303,Development Economics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS025605,2026085600000256,ECO315,Econometrics,3.0,8,Ms. Akter,D,Enrolled
CRS025701,2026014900000257,CSE101,Structured Programming,3.0,1,Prof. Sultana,A,Enrolled
CRS025702,2026014900000257,CSE203,Data Structures,3.0,1,Prof. Sultana,A,Enrolled
CRS025703,2026014900000257,CSE211,Database Systems,3.0,1,Dr. Karim,A,Enrolled
CRS025704,2026014900000257,CSE305,Operating Systems,3.0,1,Dr. Rahman,A,Enrolled
CRS025705,2026014900000257,CSE321,Artificial Intelligence,3.0,1,Mr. Chowdhury,A,Enrolled
CRS025801,2026025000000258,EEE101,Electrical Circuits,3.0,2,Mr. Chowdhury,B,Enrolled
CRS025802,2026025000000258,EEE203,Digital Electronics,3.0,2,Prof. Sultana,B,Enrolled
CRS025803,2026025000000258,EEE221,Signals and Systems,3.0,2,Dr. Rahman,B,Enrolled
CRS025804,2026025000000258,EEE303,Power Systems,3.0,2,Mr. Chowdhury,B,Enrolled
CRS025805,2026025000000258,EEE315,Control Systems,3.0,2,Dr. Rahman,B,Enrolled
CRS025901,2026035100000259,BUS101,Principles of Management,3.0,3,Mr. Chowdhury,C,Enrolled
CRS025902,2026035100000259,BUS203,Business Communication,3.0,3,Prof. Sultana,C,Enrolled
CRS025903,2026035100000259,FIN221,Corporate Finance,3.0,3,Dr. Karim,C,Enrolled
CRS025904,2026035100000259,MKT301,Marketing Management,3.0,3,Ms. Akter,C,Enrolled
CRS025905,2026035100000259,ACC211,Financial Accounting,3.0,3,Mr. Chowdhury,C,Enrolled
CRS026001,2026045200000260,ENG101,Composition and Rhetoric,3.0,4,Mr. Chowdhury,D,Enrolled
CRS026002,2026045200000260,ENG205,Bangladeshi Literature,3.0,4,Dr. Karim,D,Enrolled
CRS026003,2026045200000260,ENG221,Phonetics,3.0,4,Prof. Sultana,D,Enrolled
CRS026004,2026045200000260,ENG303,Postcolonial Studies,3.0,4,Dr. Rahman,D,Enrolled
CRS026005,2026045200000260,ENG315,ELT Methods,3.0,4,Ms. Akter,D,Enrolled
CRS026101,2026055300000261,LAW101,Legal System of Bangladesh,3.0,5,Dr. Karim,A,Enrolled
CRS026102,2026055300000261,LAW203,Constitutional Law,3.0,5,Ms. Akter,A,Enrolled
CRS026103,2026055300000261,LAW221,Criminal Law,3.0,5,Dr. Rahman,A,Enrolled
CRS026104,2026055300000261,LAW303,Contract Law,3.0,5,Ms. Akter,A,Enrolled
CRS026105,2026055300000261,LAW315,Land Laws,3.0,5,Mr. Chowdhury,A,Enrolled
CRS026201,2026065400000262,PHR101,Pharmaceutical Chemistry,3.0,6,Ms. Akter,B,Enrolled
CRS026202,2026065400000262,PHR203,Pharmacognosy,3.0,6,Dr. Karim,B,Enrolled
CRS026203,2026065400000262,PHR221,Human Physiology,3.0,6,Mr. Chowdhury,B,Enrolled
CRS026204,2026065400000262,PHR303,Clinical Pharmacy,3.0,6,Dr. Karim,B,Enrolled
CRS026205,2026065400000262,PHR315,Dosage Form Design,3.0,6,Ms. Akter,B,Enrolled
CRS026301,2026075500000263,CE101,Engineering Drawing,3.0,7,Ms. Akter,C,Enrolled
CRS026302,2026075500000263,CE203,Structural Mechanics,3.0,7,Mr. Chowdhury,C,Enrolled
CRS026303,2026075500000263,CE221,Surveying,3.0,7,Dr. Rahman,C,Enrolled
CRS026304,2026075500000263,CE303,Transportation Engineering,3.0,7,Dr. Rahman,C,Enrolled
CRS026305,2026075500000263,CE315,Environmental Engineering,3.0,7,Ms. Akter,C,Enrolled
CRS026401,2026085600000264,ECO101,Microeconomics,3.0,8,Dr. Karim,D,Enrolled
CRS026402,2026085600000264,ECO203,Macroeconomics,3.0,8,Prof. Sultana,D,Enrolled
CRS026403,2026085600000264,ECO221,Bangladesh Economy,3.0,8,Prof. Sultana,D,Enrolled
CRS026404,2026085600000264,ECO303,Development Economics,3.0,8,Dr. Rahman,D,Enrolled
CRS026405,2026085600000264,ECO315,Econometrics,3.0,8,Dr. Karim,D,Enrolled
CRS026501,2026014900000265,CSE101,Structured Programming,3.0,1,Prof. Sultana,A,Enrolled
CRS026502,2026014900000265,CSE203,Data Structures,3.0,1,Ms. Akter,A,Enrolled
CRS026503,2026014900000265,CSE211,Database Systems,3.0,1,Dr. Karim,A,Enrolled
CRS026504,2026014900000265,CSE305,Operating Systems,3.0,1,Prof. Sultana,A,Enrolled
CRS026505,2026014900000265,CSE321,Artificial Intelligence,3.0,1,Mr. Chowdhury,A,Enrolled
CRS026601,2026025000000266,EEE101,Electrical Circuits,3.0,2,Dr. Rahman,B,Enrolled
CRS026602,2026025000000266,EEE203,Digital Electronics,3.0,2,Ms. Akter,B,Enrolled
CRS026603,2026025000000266,EEE221,Signals and Systems,3.0,2,Dr. Rahman,B,Enrolled
CRS026604,2026025000000266,EEE303,Power Systems,3.0,2,Prof. Sultana,B,Enrolled
CRS026605,2026025000000266,EEE315,Control Systems,3.0,2,Prof. Sultana,B,Enrolled
CRS026701,2026035100000267,BUS101,Principles of Management,3.0,3,Mr. Chowdhury,C,Enrolled
CRS026702,2026035100000267,BUS203,Business Communication,3.0,3,Mr. Chowdhury,C,Enrolled
CRS026703,2026035100000267,FIN221,Corporate Finance,3.0,3,Dr. Karim,C,Enrolled
CRS026704,2026035100000267,MKT301,Marketing Management,3.0,3,Ms. Akter,C,Enrolled
CRS026705,2026035100000267,ACC211,Financial Accounting,3.0,3,Dr. Karim,C,Enrolled
CRS026801,2026045200000268,ENG101,Composition and Rhetoric,3.0,4,Dr. Rahman,D,Enrolled
CRS026802,2026045200000268,ENG205,Bangladeshi Literature,3.0,4,Ms. Akter,D,Enrolled
CRS026803,2026045200000268,ENG221,Phonetics,3.0,4,Dr. Karim,D,Enrolled
CRS026804,2026045200000268,ENG303,Postcolonial Studies,3.0,4,Dr. Rahman,D,Enrolled
CRS026805,2026045200000268,ENG315,ELT Methods,3.0,4,Ms. Akter,D,Enrolled
CRS026901,2026055300000269,LAW101,Legal System of Bangladesh,3.0,5,Prof. Sultana,A,Enrolled
CRS026902,2026055300000269,LAW203,Constitutional Law,3.0,5,Ms. Akter,A,Enrolled
CRS026903,2026055300000269,LAW221,Criminal Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS026904,2026055300000269,LAW303,Contract Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS026905,2026055300000269,LAW315,Land Laws,3.0,5,Ms. Akter,A,Enrolled
CRS027001,2026065400000270,PHR101,Pharmaceutical Chemistry,3.0,6,Dr. Karim,B,Enrolled
CRS027002,2026065400000270,PHR203,Pharmacognosy,3.0,6,Dr. Rahman,B,Enrolled
CRS027003,2026065400000270,PHR221,Human Physiology,3.0,6,Mr. Chowdhury,B,Enrolled
CRS027004,2026065400000270,PHR303,Clinical Pharmacy,3.0,6,Prof. Sultana,B,Enrolled
CRS027005,2026065400000270,PHR315,Dosage Form Design,3.0,6,Ms. Akter,B,Enrolled
CRS027101,2026075500000271,CE101,Engineering Drawing,3.0,7,Dr. Rahman,C,Enrolled
CRS027102,2026075500000271,CE203,Structural Mechanics,3.0,7,Dr. Rahman,C,Enrolled
CRS027103,2026075500000271,CE221,Surveying,3.0,7,Dr. Karim,C,Enrolled
CRS027104,2026075500000271,CE303,Transportation Engineering,3.0,7,Dr. Karim,C,Enrolled
CRS027105,2026075500000271,CE315,Environmental Engineering,3.0,7,Mr. Chowdhury,C,Enrolled
CRS027201,2026085600000272,ECO101,Microeconomics,3.0,8,Prof. Sultana,D,Enrolled
CRS027202,2026085600000272,ECO203,Macroeconomics,3.0,8,Dr. Karim,D,Enrolled
CRS027203,2026085600000272,ECO221,Bangladesh Economy,3.0,8,Prof. Sultana,D,Enrolled
CRS027204,2026085600000272,ECO303,Development Economics,3.0,8,Dr. Rahman,D,Enrolled
CRS027205,2026085600000272,ECO315,Econometrics,3.0,8,Prof. Sultana,D,Enrolled
CRS027301,2026014900000273,CSE101,Structured Programming,3.0,1,Mr. Chowdhury,A,Enrolled
CRS027302,2026014900000273,CSE203,Data Structures,3.0,1,Prof. Sultana,A,Enrolled
CRS027303,2026014900000273,CSE211,Database Systems,3.0,1,Mr. Chowdhury,A,Enrolled
CRS027304,2026014900000273,CSE305,Operating Systems,3.0,1,Dr. Rahman,A,Enrolled
CRS027305,2026014900000273,CSE321,Artificial Intelligence,3.0,1,Dr. Rahman,A,Enrolled
CRS027401,2026025000000274,EEE101,Electrical Circuits,3.0,2,Dr. Karim,B,Enrolled
CRS027402,2026025000000274,EEE203,Digital Electronics,3.0,2,Dr. Karim,B,Enrolled
CRS027403,2026025000000274,EEE221,Signals and Systems,3.0,2,Prof. Sultana,B,Enrolled
CRS027404,2026025000000274,EEE303,Power Systems,3.0,2,Dr. Rahman,B,Enrolled
CRS027405,2026025000000274,EEE315,Control Systems,3.0,2,Dr. Karim,B,Enrolled
CRS027501,2026035100000275,BUS101,Principles of Management,3.0,3,Dr. Rahman,C,Enrolled
CRS027502,2026035100000275,BUS203,Business Communication,3.0,3,Ms. Akter,C,Enrolled
CRS027503,2026035100000275,FIN221,Corporate Finance,3.0,3,Dr. Rahman,C,Enrolled
CRS027504,2026035100000275,MKT301,Marketing Management,3.0,3,Prof. Sultana,C,Enrolled
CRS027505,2026035100000275,ACC211,Financial Accounting,3.0,3,Mr. Chowdhury,C,Enrolled
CRS027601,2026045200000276,ENG101,Composition and Rhetoric,3.0,4,Dr. Karim,D,Enrolled
CRS027602,2026045200000276,ENG205,Bangladeshi Literature,3.0,4,Mr. Chowdhury,D,Enrolled
CRS027603,2026045200000276,ENG221,Phonetics,3.0,4,Prof. Sultana,D,Enrolled
CRS027604,2026045200000276,ENG303,Postcolonial Studies,3.0,4,Dr. Karim,D,Enrolled
CRS027605,2026045200000276,ENG315,ELT Methods,3.0,4,Dr. Rahman,D,Enrolled
CRS027701,2026055300000277,LAW101,Legal System of Bangladesh,3.0,5,Dr. Rahman,A,Enrolled
CRS027702,2026055300000277,LAW203,Constitutional Law,3.0,5,Ms. Akter,A,Enrolled
CRS027703,2026055300000277,LAW221,Criminal Law,3.0,5,Dr. Karim,A,Enrolled
CRS027704,2026055300000277,LAW303,Contract Law,3.0,5,Dr. Karim,A,Enrolled
CRS027705,2026055300000277,LAW315,Land Laws,3.0,5,Dr. Rahman,A,Enrolled
CRS027801,2026065400000278,PHR101,Pharmaceutical Chemistry,3.0,6,Ms. Akter,B,Enrolled
CRS027802,2026065400000278,PHR203,Pharmacognosy,3.0,6,Dr. Karim,B,Enrolled
CRS027803,2026065400000278,PHR221,Human Physiology,3.0,6,Dr. Karim,B,Enrolled
CRS027804,2026065400000278,PHR303,Clinical Pharmacy,3.0,6,Prof. Sultana,B,Enrolled
CRS027805,2026065400000278,PHR315,Dosage Form Design,3.0,6,Ms. Akter,B,Enrolled
CRS027901,2026075500000279,CE101,Engineering Drawing,3.0,7,Dr. Karim,C,Enrolled
CRS027902,2026075500000279,CE203,Structural Mechanics,3.0,7,Dr. Karim,C,Enrolled
CRS027903,2026075500000279,CE221,Surveying,3.0,7,Prof. Sultana,C,Enrolled
CRS027904,2026075500000279,CE303,Transportation Engineering,3.0,7,Ms. Akter,C,Enrolled
CRS027905,2026075500000279,CE315,Environmental Engineering,3.0,7,Dr. Karim,C,Enrolled
CRS028001,2026085600000280,ECO101,Microeconomics,3.0,8,Ms. Akter,D,Enrolled
CRS028002,2026085600000280,ECO203,Macroeconomics,3.0,8,Prof. Sultana,D,Enrolled
CRS028003,2026085600000280,ECO221,Bangladesh Economy,3.0,8,Dr. Karim,D,Enrolled
CRS028004,2026085600000280,ECO303,Development Economics,3.0,8,Dr. Rahman,D,Enrolled
CRS028005,2026085600000280,ECO315,Econometrics,3.0,8,Dr. Karim,D,Enrolled
CRS028101,2026014900000281,CSE101,Structured Programming,3.0,1,Dr. Rahman,A,Enrolled
CRS028102,2026014900000281,CSE203,Data Structures,3.0,1,Dr. Karim,A,Enrolled
CRS028103,2026014900000281,CSE211,Database Systems,3.0,1,Prof. Sultana,A,Enrolled
CRS028104,2026014900000281,CSE305,Operating Systems,3.0,1,Mr. Chowdhury,A,Enrolled
CRS028105,2026014900000281,CSE321,Artificial Intelligence,3.0,1,Dr. Karim,A,Enrolled
CRS028201,2026025000000282,EEE101,Electrical Circuits,3.0,2,Mr. Chowdhury,B,Enrolled
CRS028202,2026025000000282,EEE203,Digital Electronics,3.0,2,Dr. Karim,B,Enrolled
CRS028203,2026025000000282,EEE221,Signals and Systems,3.0,2,Dr. Karim,B,Enrolled
CRS028204,2026025000000282,EEE303,Power Systems,3.0,2,Ms. Akter,B,Enrolled
CRS028205,2026025000000282,EEE315,Control Systems,3.0,2,Mr. Chowdhury,B,Enrolled
CRS028301,2026035100000283,BUS101,Principles of Management,3.0,3,Dr. Rahman,C,Enrolled
CRS028302,2026035100000283,BUS203,Business Communication,3.0,3,Dr. Rahman,C,Enrolled
CRS028303,2026035100000283,FIN221,Corporate Finance,3.0,3,Dr. Rahman,C,Enrolled
CRS028304,2026035100000283,MKT301,Marketing Management,3.0,3,Prof. Sultana,C,Enrolled
CRS028305,2026035100000283,ACC211,Financial Accounting,3.0,3,Ms. Akter,C,Enrolled
CRS028401,2026045200000284,ENG101,Composition and Rhetoric,3.0,4,Dr. Rahman,D,Enrolled
CRS028402,2026045200000284,ENG205,Bangladeshi Literature,3.0,4,Mr. Chowdhury,D,Enrolled
CRS028403,2026045200000284,ENG221,Phonetics,3.0,4,Mr. Chowdhury,D,Enrolled
CRS028404,2026045200000284,ENG303,Postcolonial Studies,3.0,4,Dr. Karim,D,Enrolled
CRS028405,2026045200000284,ENG315,ELT Methods,3.0,4,Dr. Karim,D,Enrolled
CRS028501,2026055300000285,LAW101,Legal System of Bangladesh,3.0,5,Mr. Chowdhury,A,Enrolled
CRS028502,2026055300000285,LAW203,Constitutional Law,3.0,5,Ms. Akter,A,Enrolled
CRS028503,2026055300000285,LAW221,Criminal Law,3.0,5,Ms. Akter,A,Enrolled
CRS028504,2026055300000285,LAW303,Contract Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS028505,2026055300000285,LAW315,Land Laws,3.0,5,Prof. Sultana,A,Enrolled
CRS028601,2026065400000286,PHR101,Pharmaceutical Chemistry,3.0,6,Ms. Akter,B,Enrolled
CRS028602,2026065400000286,PHR203,Pharmacognosy,3.0,6,Ms. Akter,B,Enrolled
CRS028603,2026065400000286,PHR221,Human Physiology,3.0,6,Ms. Akter,B,Enrolled
CRS028604,2026065400000286,PHR303,Clinical Pharmacy,3.0,6,Dr. Rahman,B,Enrolled
CRS028605,2026065400000286,PHR315,Dosage Form Design,3.0,6,Dr. Karim,B,Enrolled
CRS028701,2026075500000287,CE101,Engineering Drawing,3.0,7,Dr. Karim,C,Enrolled
CRS028702,2026075500000287,CE203,Structural Mechanics,3.0,7,Ms. Akter,C,Enrolled
CRS028703,2026075500000287,CE221,Surveying,3.0,7,Mr. Chowdhury,C,Enrolled
CRS028704,2026075500000287,CE303,Transportation Engineering,3.0,7,Ms. Akter,C,Enrolled
CRS028705,2026075500000287,CE315,Environmental Engineering,3.0,7,Prof. Sultana,C,Enrolled
CRS028801,2026085600000288,ECO101,Microeconomics,3.0,8,Dr. Karim,D,Enrolled
CRS028802,2026085600000288,ECO203,Macroeconomics,3.0,8,Dr. Karim,D,Enrolled
CRS028803,2026085600000288,ECO221,Bangladesh Economy,3.0,8,Dr. Karim,D,Enrolled
CRS028804,2026085600000288,ECO303,Development Economics,3.0,8,Prof. Sultana,D,Enrolled
CRS028805,2026085600000288,ECO315,Econometrics,3.0,8,Ms. Akter,D,Enrolled
CRS028901,2026014900000289,CSE101,Structured Programming,3.0,1,Ms. Akter,A,Enrolled
CRS028902,2026014900000289,CSE203,Data Structures,3.0,1,Mr. Chowdhury,A,Enrolled
CRS028903,2026014900000289,CSE211,Database Systems,3.0,1,Dr. Karim,A,Enrolled
CRS028904,2026014900000289,CSE305,Operating Systems,3.0,1,Prof. Sultana,A,Enrolled
CRS028905,2026014900000289,CSE321,Artificial Intelligence,3.0,1,Dr. Rahman,A,Enrolled
CRS029001,2026025000000290,EEE101,Electrical Circuits,3.0,2,Dr. Karim,B,Enrolled
CRS029002,2026025000000290,EEE203,Digital Electronics,3.0,2,Prof. Sultana,B,Enrolled
CRS029003,2026025000000290,EEE221,Signals and Systems,3.0,2,Prof. Sultana,B,Enrolled
CRS029004,2026025000000290,EEE303,Power Systems,3.0,2,Dr. Rahman,B,Enrolled
CRS029005,2026025000000290,EEE315,Control Systems,3.0,2,Mr. Chowdhury,B,Enrolled
CRS029101,2026035100000291,BUS101,Principles of Management,3.0,3,Ms. Akter,C,Enrolled
CRS029102,2026035100000291,BUS203,Business Communication,3.0,3,Prof. Sultana,C,Enrolled
CRS029103,2026035100000291,FIN221,Corporate Finance,3.0,3,Mr. Chowdhury,C,Enrolled
CRS029104,2026035100000291,MKT301,Marketing Management,3.0,3,Dr. Karim,C,Enrolled
CRS029105,2026035100000291,ACC211,Financial Accounting,3.0,3,Ms. Akter,C,Enrolled
CRS029201,2026045200000292,ENG101,Composition and Rhetoric,3.0,4,Ms. Akter,D,Enrolled
CRS029202,2026045200000292,ENG205,Bangladeshi Literature,3.0,4,Ms. Akter,D,Enrolled
CRS029203,2026045200000292,ENG221,Phonetics,3.0,4,Dr. Rahman,D,Enrolled
CRS029204,2026045200000292,ENG303,Postcolonial Studies,3.0,4,Mr. Chowdhury,D,Enrolled
CRS029205,2026045200000292,ENG315,ELT Methods,3.0,4,Mr. Chowdhury,D,Enrolled
CRS029301,2026055300000293,LAW101,Legal System of Bangladesh,3.0,5,Dr. Karim,A,Enrolled
CRS029302,2026055300000293,LAW203,Constitutional Law,3.0,5,Prof. Sultana,A,Enrolled
CRS029303,2026055300000293,LAW221,Criminal Law,3.0,5,Prof. Sultana,A,Enrolled
CRS029304,2026055300000293,LAW303,Contract Law,3.0,5,Ms. Akter,A,Enrolled
CRS029305,2026055300000293,LAW315,Land Laws,3.0,5,Prof. Sultana,A,Enrolled
CRS029401,2026065400000294,PHR101,Pharmaceutical Chemistry,3.0,6,Mr. Chowdhury,B,Enrolled
CRS029402,2026065400000294,PHR203,Pharmacognosy,3.0,6,Dr. Rahman,B,Enrolled
CRS029403,2026065400000294,PHR221,Human Physiology,3.0,6,Mr. Chowdhury,B,Enrolled
CRS029404,2026065400000294,PHR303,Clinical Pharmacy,3.0,6,Dr. Karim,B,Enrolled
CRS029405,2026065400000294,PHR315,Dosage Form Design,3.0,6,Dr. Rahman,B,Enrolled
CRS029501,2026075500000295,CE101,Engineering Drawing,3.0,7,Prof. Sultana,C,Enrolled
CRS029502,2026075500000295,CE203,Structural Mechanics,3.0,7,Dr. Rahman,C,Enrolled
CRS029503,2026075500000295,CE221,Surveying,3.0,7,Dr. Rahman,C,Enrolled
CRS029504,2026075500000295,CE303,Transportation Engineering,3.0,7,Ms. Akter,C,Enrolled
CRS029505,2026075500000295,CE315,Environmental Engineering,3.0,7,Dr. Rahman,C,Enrolled
CRS029601,2026085600000296,ECO101,Microeconomics,3.0,8,Prof. Sultana,D,Enrolled
CRS029602,2026085600000296,ECO203,Macroeconomics,3.0,8,Dr. Rahman,D,Enrolled
CRS029603,2026085600000296,ECO221,Bangladesh Economy,3.0,8,Mr. Chowdhury,D,Enrolled
CRS029604,2026085600000296,ECO303,Development Economics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS029605,2026085600000296,ECO315,Econometrics,3.0,8,Dr. Rahman,D,Enrolled
CRS029701,2026014900000297,CSE101,Structured Programming,3.0,1,Dr. Rahman,A,Enrolled
CRS029702,2026014900000297,CSE203,Data Structures,3.0,1,Mr. Chowdhury,A,Enrolled
CRS029703,2026014900000297,CSE211,Database Systems,3.0,1,Dr. Karim,A,Enrolled
CRS029704,2026014900000297,CSE305,Operating Systems,3.0,1,Ms. Akter,A,Enrolled
CRS029705,2026014900000297,CSE321,Artificial Intelligence,3.0,1,Prof. Sultana,A,Enrolled
CRS029801,2026025000000298,EEE101,Electrical Circuits,3.0,2,Dr. Karim,B,Enrolled
CRS029802,2026025000000298,EEE203,Digital Electronics,3.0,2,Dr. Karim,B,Enrolled
CRS029803,2026025000000298,EEE221,Signals and Systems,3.0,2,Mr. Chowdhury,B,Enrolled
CRS029804,2026025000000298,EEE303,Power Systems,3.0,2,Prof. Sultana,B,Enrolled
CRS029805,2026025000000298,EEE315,Control Systems,3.0,2,Dr. Rahman,B,Enrolled
CRS029901,2026035100000299,BUS101,Principles of Management,3.0,3,Ms. Akter,C,Enrolled
CRS029902,2026035100000299,BUS203,Business Communication,3.0,3,Prof. Sultana,C,Enrolled
CRS029903,2026035100000299,FIN221,Corporate Finance,3.0,3,Dr. Karim,C,Enrolled
CRS029904,2026035100000299,MKT301,Marketing Management,3.0,3,Mr. Chowdhury,C,Enrolled
CRS029905,2026035100000299,ACC211,Financial Accounting,3.0,3,Dr. Karim,C,Enrolled
CRS030001,2026045200000300,ENG101,Composition and Rhetoric,3.0,4,Dr. Karim,D,Enrolled
CRS030002,2026045200000300,ENG205,Bangladeshi Literature,3.0,4,Dr. Karim,D,Enrolled
CRS030003,2026045200000300,ENG221,Phonetics,3.0,4,Dr. Rahman,D,Enrolled
CRS030004,2026045200000300,ENG303,Postcolonial Studies,3.0,4,Dr. Karim,D,Enrolled
CRS030005,2026045200000300,ENG315,ELT Methods,3.0,4,Mr. Chowdhury,D,Enrolled
CRS030101,2026055300000301,LAW101,Legal System of Bangladesh,3.0,5,Dr. Karim,A,Enrolled
CRS030102,2026055300000301,LAW203,Constitutional Law,3.0,5,Ms. Akter,A,Enrolled
CRS030103,2026055300000301,LAW221,Criminal Law,3.0,5,Dr. Rahman,A,Enrolled
CRS030104,2026055300000301,LAW303,Contract Law,3.0,5,Mr. Chowdhury,A,Enrolled
CRS030105,2026055300000301,LAW315,Land Laws,3.0,5,Ms. Akter,A,Enrolled
CRS030201,2026065400000302,PHR101,Pharmaceutical Chemistry,3.0,6,Dr. Rahman,B,Enrolled
CRS030202,2026065400000302,PHR203,Pharmacognosy,3.0,6,Mr. Chowdhury,B,Enrolled
CRS030203,2026065400000302,PHR221,Human Physiology,3.0,6,Dr. Karim,B,Enrolled
CRS030204,2026065400000302,PHR303,Clinical Pharmacy,3.0,6,Prof. Sultana,B,Enrolled
CRS030205,2026065400000302,PHR315,Dosage Form Design,3.0,6,Dr. Rahman,B,Enrolled
CRS030301,2026075500000303,CE101,Engineering Drawing,3.0,7,Mr. Chowdhury,C,Enrolled
CRS030302,2026075500000303,CE203,Structural Mechanics,3.0,7,Dr. Karim,C,Enrolled
CRS030303,2026075500000303,CE221,Surveying,3.0,7,Ms. Akter,C,Enrolled
CRS030304,2026075500000303,CE303,Transportation Engineering,3.0,7,Dr. Karim,C,Enrolled
CRS030305,2026075500000303,CE315,Environmental Engineering,3.0,7,Ms. Akter,C,Enrolled
CRS030401,2026085600000304,ECO101,Microeconomics,3.0,8,Dr. Karim,D,Enrolled
CRS030402,2026085600000304,ECO203,Macroeconomics,3.0,8,Mr. Chowdhury,D,Enrolled
CRS030403,2026085600000304,ECO221,Bangladesh Economy,3.0,8,Mr. Chowdhury,D,Enrolled
CRS030404,2026085600000304,ECO303,Development Economics,3.0,8,Ms. Akter,D,Enrolled
CRS030405,2026085600000304,ECO315,Econometrics,3.0,8,Prof. Sultana,D,Enrolled
CRS030501,2026014900000305,CSE101,Structured Programming,3.0,1,Ms. Akter,A,Enrolled
CRS030502,2026014900000305,CSE203,Data Structures,3.0,1,Prof. Sultana,A,Enrolled
CRS030503,2026014900000305,CSE211,Database Systems,3.0,1,Mr. Chowdhury,A,Enrolled
CRS030504,2026014900000305,CSE305,Operating Systems,3.0,1,Ms. Akter,A,Enrolled
CRS030505,2026014900000305,CSE321,Artificial Intelligence,3.0,1,Prof. Sultana,A,Enrolled
CRS030601,2026025000000306,EEE101,Electrical Circuits,3.0,2,Mr. Chowdhury,B,Enrolled
CRS030602,2026025000000306,EEE203,Digital Electronics,3.0,2,Dr. Rahman,B,Enrolled
CRS030603,2026025000000306,EEE221,Signals and Systems,3.0,2,Mr. Chowdhury,B,Enrolled
CRS030604,2026025000000306,EEE303,Power Systems,3.0,2,Mr. Chowdhury,B,Enrolled
CRS030605,2026025000000306,EEE315,Control Systems,3.0,2,Mr. Chowdhury,B,Enrolled
