exam_id,student_id,semester,course_code,exam_type,exam_date,marks,grade,gpa
EXM015803,2026065400000158,6,PHR221,Final,2026-07-22,58,B-,2.75
EXM015804,2026065400000158,6,PHR303,Final,2026-07-23,96,A+,4.00
EXM015805,2026065400000158,6,PHR315,Final,2026-07-24,43,D,2.00
EXM015901,2026075500000159,7,CE101,Final,2026-07-21,85,A+,4.00
EXM015902,2026075500000159,7,CE203,Final,2026-07-22,45,C,2.25
EXM015903,2026075500000159,7,CE221,Final,2026-07-23,67,B+,3.25
EXM015904,2026075500000159,7,CE303,Final,2026-07-24,57,B-,2.75
EXM015905,2026075500000159,7,CE315,Final,2026-07-25,61,B,3.00
EXM016001,2026085600000160,8,ECO101,Final,2026-07-02,64,B,3.00
EXM016002,2026085600000160,8,ECO203,Final,2026-07-03,87,A+,4.00
EXM016003,2026085600000160,8,ECO221,Final,2026-07-04,71,A-,3.50
EXM016004,2026085600000160,8,ECO303,Final,2026-07-05,81,A+,4.00
EXM016005,2026085600000160,8,ECO315,Final,2026-07-06,94,A+,4.00
EXM016101,2026014900000161,1,CSE101,Final,2026-07-03,85,A+,4.00
EXM016102,2026014900000161,1,CSE203,Final,2026-07-04,65,B+,3.25
EXM016103,2026014900000161,1,CSE211,Final,2026-07-05,59,B-,2.75
EXM016104,2026014900000161,1,CSE305,Final,2026-07-06,56,B-,2.75
EXM016105,2026014900000161,1,CSE321,Final,2026-07-07,74,A-,3.50
EXM016201,2026025000000162,2,EEE101,Final,2026-07-04,81,A+,4.00
EXM016202,2026025000000162,2,EEE203,Final,2026-07-05,63,B,3.00
EXM016203,2026025000000162,2,EEE221,Final,2026-07-06,47,C,2.25
EXM016204,2026025000000162,2,EEE303,Final,2026-07-07,96,A+,4.00
EXM016205,2026025000000162,2,EEE315,Final,2026-07-08,85,A+,4.00
EXM016301,2026035100000163,3,BUS101,Final,2026-07-05,55,B-,2.75
EXM016302,2026035100000163,3,BUS203,Final,2026-07-06,77,A,3.75
EXM016303,2026035100000163,3,FIN221,Final,2026-07-07,55,B-,2.75
EXM016304,2026035100000163,3,MKT301,Final,2026-07-08,59,B-,2.75
EXM016305,2026035100000163,3,ACC211,Final,2026-07-09,80,A+,4.00
EXM016401,2026045200000164,4,ENG101,Final,2026-07-06,75,A,3.75
EXM016402,2026045200000164,4,ENG205,Final,2026-07-07,44,D,2.00
EXM016403,2026045200000164,4,ENG221,Final,2026-07-08,66,B+,3.25
EXM016404,2026045200000164,4,ENG303,Final,2026-07-09,68,B+,3.25
EXM016405,2026045200000164,4,ENG315,Final,2026-07-10,62,B,3.00
EXM016501,2026055300000165,5,LAW101,Final,2026-07-07,94,A+,4.00
EXM016502,2026055300000165,5,LAW203,Final,2026-07-08,84,A+,4.00
EXM016503,2026055300000165,5,LAW221,Final,2026-07-09,64,B,3.00
EXM016504,2026055300000165,5,LAW303,Final,2026-07-10,93,A+,4.00
EXM016505,2026055300000165,5,LAW315,Final,2026-07-11,57,B-,2.75
EXM016601,2026065400000166,6,PHR101,Final,2026-07-08,52,C+,2.50
EXM016602,2026065400000166,6,PHR203,Final,2026-07-09,64,B,3.00
EXM016603,2026065400000166,6,PHR221,Final,2026-07-10,43,D,2.00
EXM016604,2026065400000166,6,PHR303,Final,2026-07-11,75,A,3.75
EXM016605,2026065400000166,6,PHR315,Final,2026-07-12,76,A,3.75
EXM016701,2026075500000167,7,CE101,Final,2026-07-09,76,A,3.75
EXM016702,2026075500000167,7,CE203,Final,2026-07-10,83,A+,4.00
EXM016703,2026075500000167,7,CE221,Final,2026-07-11,84,A+,4.00
EXM016704,2026075500000167,7,CE303,Final,2026-07-12,48,C,2.25
EXM016705,2026075500000167,7,CE315,Final,2026-07-13,80,A+,4.00
EXM016801,2026085600000168,8,ECO101,Final,2026-07-10,82,A+,4.00
EXM016802,2026085600000168,8,ECO203,Final,2026-07-11,89,A+,4.00
EXM016803,2026085600000168,8,ECO221,Final,2026-07-12,45,C,2.25
EXM016804,2026085600000168,8,ECO303,Final,2026-07-13,56,B-,2.75
EXM016805,2026085600000168,8,ECO315,Final,2026-07-14,76,A,3.75
EXM016901,2026014900000169,1,CSE101,Final,2026-07-11,81,A+,4.00
EXM016902,2026014900000169,1,CSE203,Final,2026-07-12,78,A,3.75
EXM016903,2026014900000169,1,CSE211,Final,2026-07-13,56,B-,2.75
EXM016904,2026014900000169,1,CSE305,Final,2026-07-14,97,A+,4.00
EXM016905,2026014900000169,1,CSE321,Final,2026-07-15,84,A+,4.00
EXM017001,2026025000000170,2,EEE101,Final,2026-07-12,62,B,3.00
EXM017002,2026025000000170,2,EEE203,Final,2026-07-13,85,A+,4.00
EXM017003,2026025000000170,2,EEE221,Final,2026-07-14,90,A+,4.00
EXM017004,2026025000000170,2,EEE303,Final,2026-07-15,84,A+,4.00
EXM017005,2026025000000170,2,EEE315,Final,2026-07-16,41,D,2.00
EXM017101,2026035100000171,3,BUS101,Final,2026-07-13,53,C+,2.50
EXM017102,2026035100000171,3,BUS203,Final,2026-07-14,75,A,3.75
EXM017103,2026035100000171,3,FIN221,Final,2026-07-15,67,B+,3.25
EXM017104,2026035100000171,3,MKT301,Final,2026-07-16,56,B-,2.75
EXM017105,2026035100000171,3,ACC211,Final,2026-07-17,55,B-,2.75
EXM017201,2026045200000172,4,ENG101,Final,2026-07-14,75,A,3.75
EXM017202,2026045200000172,4,ENG205,Final,2026-07-15,78,A,3.75
EXM017203,2026045200000172,4,ENG221,Final,2026-07-16,76,A,3.75
EXM017204,2026045200000172,4,ENG303,Final,2026-07-17,72,A-,3.50
EXM017205,2026045200000172,4,ENG315,Final,2026-07-18,70,A-,3.50
EXM017301,2026055300000173,5,LAW101,Final,2026-07-15,76,A,3.75
EXM017302,2026055300000173,5,LAW203,Final,2026-07-16,80,A+,4.00
EXM017303,2026055300000173,5,LAW221,Final,2026-07-17,55,B-,2.75
EXM017304,2026055300000173,5,LAW303,Final,2026-07-18,41,D,2.00
EXM017305,2026055300000173,5,LAW315,Final,2026-07-19,81,A+,4.00
EXM017401,2026065400000174,6,PHR101,Final,2026-07-16,46,C,2.25
EXM017402,2026065400000174,6,PHR203,Final,2026-07-17,47,C,2.25
EXM017403,2026065400000174,6,PHR221,Final,2026-07-18,49,C,2.25
EXM017404,2026065400000174,6,PHR303,Final,2026-07-19,89,A+,4.00
EXM017405,2026065400000174,6,PHR315,Final,2026-07-20,73,A-,3.50
EXM017501,2026075500000175,7,CE101,Final,2026-07-17,62,B,3.00
EXM017502,2026075500000175,7,CE203,Final,2026-07-18,76,A,3.75
EXM017503,2026075500000175,7,CE221,Final,2026-07-19,87,A+,4.00
EXM017504,2026075500000175,7,CE303,Final,2026-07-20,48,C,2.25
EXM017505,2026075500000175,7,CE315,Final,2026-07-21,65,B+,3.25
EXM017601,2026085600000176,8,ECO101,Final,2026-07-18,40,D,2.00
EXM017602,2026085600000176,8,ECO203,Final,2026-07-19,89,A+,4.00
EXM017603,2026085600000176,8,ECO221,Final,2026-07-20,95,A+,4.00
EXM017604,2026085600000176,8,ECO303,Final,2026-07-21,97,A+,4.00
EXM017605,2026085600000176,8,ECO315,Final,2026-07-22,46,C,2.25
EXM017701,2026014900000177,1,CSE101,Final,2026-07-19,65,B+,3.25
EXM017702,2026014900000177,1,CSE203,Final,2026-07-20,85,A+,4.00
EXM017703,2026014900000177,1,CSE211,Final,2026-07-21,66,B+,3.25
EXM017704,2026014900000177,1,CSE305,Final,2026-07-22,71,A-,3.50
EXM017705,2026014900000177,1,CSE321,Final,2026-07-23,95,A+,4.00
EXM017801,2026025000000178,2,EEE101,Final,2026-07-20,77,A,3.75
EXM017802,2026025000000178,2,EEE203,Final,2026-07-21,63,B,3.00
EXM017803,2026025000000178,2,EEE221,Final,2026-07-22,84,A+,4.00
EXM017804,2026025000000178,2,EEE303,Final,2026-07-23,45,C,2.25
EXM017805,2026025000000178,2,EEE315,Final,2026-07-24,55,B-,2.75
EXM017901,2026035100000179,3,BUS101,Final,2026-07-21,64,B,3.00
EXM017902,2026035100000179,3,BUS203,Final,2026-07-22,75,A,3.75
EXM017903,2026035100000179,3,FIN221,Final,2026-07-23,78,A,3.75
EXM017904,2026035100000179,3,MKT301,Final,2026-07-24,53,C+,2.50
EXM017905,2026035100000179,3,ACC211,Final,2026-07-25,72,A-,3.50
EXM018001,2026045200000180,4,ENG101,Final,2026-07-02,79,A,3.75
EXM018002,2026045200000180,4,ENG205,Final,2026-07-03,43,D,2.00
EXM018003,2026045200000180,4,ENG221,Final,2026-07-04,66,B+,3.25
EXM018004,2026045200000180,4,ENG303,Final,2026-07-05,50,C+,2.50
EXM018005,2026045200000180,4,ENG315,Final,2026-07-06,89,A+,4.00
EXM018101,2026055300000181,5,LAW101,Final,2026-07-03,74,A-,3.50
EXM018102,2026055300000181,5,LAW203,Final,2026-07-04,40,D,2.00
EXM018103,2026055300000181,5,LAW221,Final,2026-07-05,72,A-,3.50
EXM018104,2026055300000181,5,LAW303,Final,2026-07-06,97,A+,4.00
EXM018105,2026055300000181,5,LAW315,Final,2026-07-07,60,B,3.00
EXM018201,2026065400000182,6,PHR101,Final,2026-07-04,88,A+,4.00
EXM018202,2026065400000182,6,PHR203,Final,2026-07-05,83,A+,4.00
EXM018203,2026065400000182,6,PHR221,Final,2026-07-06,93,A+,4.00
EXM018204,2026065400000182,6,PHR303,Final,2026-07-07,44,D,2.00
EXM018205,2026065400000182,6,PHR315,Final,2026-07-08,62,B,3.00
EXM018301,2026075500000183,7,CE101,Final,2026-07-05,49,C,2.25
EXM018302,2026075500000183,7,CE203,Final,2026-07-06,78,A,3.75
EXM018303,2026075500000183,7,CE221,Final,2026-07-07,51,C+,2.50
EXM018304,2026075500000183,7,CE303,Final,2026-07-08,54,C+,2.50
EXM018305,2026075500000183,7,CE315,Final,2026-07-09,89,A+,4.00
EXM018401,2026085600000184,8,ECO101,Final,2026-07-06,66,B+,3.25
EXM018402,2026085600000184,8,ECO203,Final,2026-07-07,90,A+,4.00
EXM018403,2026085600000184,8,ECO221,Final,2026-07-08,67,B+,3.25
EXM018404,2026085600000184,8,ECO303,Final,2026-07-09,49,C,2.25
EXM018405,2026085600000184,8,ECO315,Final,2026-07-10,60,B,3.00
EXM018501,2026014900000185,1,CSE101,Final,2026-07-07,79,A,3.75
EXM018502,2026014900000185,1,CSE203,Final,2026-07-08,84,A+,4.00
EXM018503,2026014900000185,1,CSE211,Final,2026-07-09,68,B+,3.25
EXM018504,2026014900000185,1,CSE305,Final,2026-07-10,43,D,2.00
EXM018505,2026014900000185,1,CSE321,Final,2026-07-11,95,A+,4.00
EXM018601,2026025000000186,2,EEE101,Final,2026-07-08,43,D,2.00
EXM018602,2026025000000186,2,EEE203,Final,2026-07-09,50,C+,2.50
EXM018603,2026025000000186,2,EEE221,Final,2026-07-10,87,A+,4.00
EXM018604,2026025000000186,2,EEE303,Final,2026-07-11,94,A+,4.00
EXM018605,2026025000000186,2,EEE315,Final,2026-07-12,77,A,3.75
EXM018701,2026035100000187,3,BUS101,Final,2026-07-09,75,A,3.75
EXM018702,2026035100000187,3,BUS203,Final,2026-07-10,62,B,3.00
EXM018703,2026035100000187,3,FIN221,Final,2026-07-11,62,B,3.00
EXM018704,2026035100000187,3,MKT301,Final,2026-07-12,84,A+,4.00
EXM018705,2026035100000187,3,ACC211,Final,2026-07-13,85,A+,4.00
EXM018801,2026045200000188,4,ENG101,Final,2026-07-10,65,B+,3.25
EXM018802,2026045200000188,4,ENG205,Final,2026-07-11,67,B+,3.25
EXM018803,2026045200000188,4,ENG221,Final,2026-07-12,63,B,3.00
EXM018804,2026045200000188,4,ENG303,Final,2026-07-13,59,B-,2.75
EXM018805,2026045200000188,4,ENG315,Final,2026-07-14,75,A,3.75
EXM018901,2026055300000189,5,LAW101,Final,2026-07-11,76,A,3.75
EXM018902,2026055300000189,5,LAW203,Final,2026-07-12,61,B,3.00
EXM018903,2026055300000189,5,LAW221,Final,2026-07-13,77,A,3.75
EXM018904,2026055300000189,5,LAW303,Final,2026-07-14,49,C,2.25
EXM018905,2026055300000189,5,LAW315,Final,2026-07-15,72,A-,3.50
EXM019001,2026065400000190,6,PHR101,Final,2026-07-12,40,D,2.00
EXM019002,2026065400000190,6,PHR203,Final,2026-07-13,60,B,3.00
EXM019003,2026065400000190,6,PHR221,Final,2026-07-14,46,C,2.25
EXM019004,2026065400000190,6,PHR303,Final,2026-07-15,41,D,2.00
EXM019005,2026065400000190,6,PHR315,Final,2026-07-16,49,C,2.25
EXM019101,2026075500000191,7,CE101,Final,2026-07-13,71,A-,3.50
EXM019102,2026075500000191,7,CE203,Final,2026-07-14,74,A-,3.50
EXM019103,2026075500000191,7,CE221,Final,2026-07-15,95,A+,4.00
EXM019104,2026075500000191,7,CE303,Final,2026-07-16,62,B,3.00
EXM019105,2026075500000191,7,CE315,Final,2026-07-17,63,B,3.00
EXM019201,2026085600000192,8,ECO101,Final,2026-07-14,73,A-,3.50
EXM019202,2026085600000192,8,ECO203,Final,2026-07-15,65,B+,3.25
EXM019203,2026085600000192,8,ECO221,Final,2026-07-16,89,A+,4.00
EXM019204,2026085600000192,8,ECO303,Final,2026-07-17,79,A,3.75
EXM019205,2026085600000192,8,ECO315,Final,2026-07-18,45,C,2.25
EXM019301,2026014900000193,1,CSE101,Final,2026-07-15,76,A,3.75
EXM019302,2026014900000193,1,CSE203,Final,2026-07-16,93,A+,4.00
EXM019303,2026014900000193,1,CSE211,Final,2026-07-17,40,D,2.00
EXM019304,2026014900000193,1,CSE305,Final,2026-07-18,65,B+,3.25
EXM019305,2026014900000193,1,CSE321,Final,2026-07-19,61,B,3.00
EXM019401,2026025000000194,2,EEE101,Final,2026-07-16,75,A,3.75
EXM019402,2026025000000194,2,EEE203,Final,2026-07-17,66,B+,3.25
EXM019403,2026025000000194,2,EEE221,Final,2026-07-18,81,A+,4.00
EXM019404,2026025000000194,2,EEE303,Final,2026-07-19,81,A+,4.00
EXM019405,2026025000000194,2,EEE315,Final,2026-07-20,41,D,2.00
EXM019501,2026035100000195,3,BUS101,Final,2026-07-17,57,B-,2.75
EXM019502,2026035100000195,3,BUS203,Final,2026-07-18,68,B+,3.25
EXM019503,2026035100000195,3,FIN221,Final,2026-07-19,95,A+,4.00
EXM019504,2026035100000195,3,MKT301,Final,2026-07-20,72,A-,3.50
EXM019505,2026035100000195,3,ACC211,Final,2026-07-21,47,C,2.25
EXM019601,2026045200000196,4,ENG101,Final,2026-07-18,85,A+,4.00
EXM019602,2026045200000196,4,ENG205,Final,2026-07-19,56,B-,2.75
EXM019603,2026045200000196,4,ENG221,Final,2026-07-20,93,A+,4.00
EXM019604,2026045200000196,4,ENG303,Final,2026-07-21,68,B+,3.25
EXM019605,2026045200000196,4,ENG315,Final,2026-07-22,62,B,3.00
EXM019701,2026055300000197,5,LAW101,Final,2026-07-19,85,A+,4.00
EXM019702,2026055300000197,5,LAW203,Final,2026-07-20,79,A,3.75
EXM019703,2026055300000197,5,LAW221,Final,2026-07-21,45,C,2.25
EXM019704,2026055300000197,5,LAW303,Final,2026-07-22,42,D,2.00
EXM019705,2026055300000197,5,LAW315,Final,2026-07-23,56,B-,2.75
EXM019801,2026065400000198,6,PHR101,Final,2026-07-20,93,A+,4.00
EXM019802,2026065400000198,6,PHR203,Final,2026-07-21,40,D,2.00
EXM019803,2026065400000198,6,PHR221,Final,2026-07-22,96,A+,4.00
EXM019804,2026065400000198,6,PHR303,Final,2026-07-23,90,A+,4.00
EXM019805,2026065400000198,6,PHR315,Final,2026-07-24,61,B,3.00
EXM019901,2026075500000199,7,CE101,Final,2026-07-21,45,C,2.25
EXM019902,2026075500000199,7,CE203,Final,2026-07-22,63,B,3.00
EXM019903,2026075500000199,7,CE221,Final,2026-07-23,74,A-,3.50
EXM019904,2026075500000199,7,CE303,Final,2026-07-24,63,B,3.00
EXM019905,2026075500000199,7,CE315,Final,2026-07-25,83,A+,4.00
EXM020001,2026085600000200,8,ECO101,Final,2026-07-02,82,A+,4.00
EXM020002,2026085600000200,8,ECO203,Final,2026-07-03,97,A+,4.00
EXM020003,2026085600000200,8,ECO221,Final,2026-07-04,47,C,2.25
EXM020004,2026085600000200,8,ECO303,Final,2026-07-05,61,B,3.00
EXM020005,2026085600000200,8,ECO315,Final,2026-07-06,76,A,3.75
EXM020101,2026014900000201,1,CSE101,Final,2026-07-03,87,A+,4.00
EXM020102,2026014900000201,1,CSE203,Final,2026-07-04,63,B,3.00
EXM020103,2026014900000201,1,CSE211,Final,2026-07-05,49,C,2.25
EXM020104,2026014900000201,1,CSE305,Final,2026-07-06,79,A,3.75
EXM020105,2026014900000201,1,CSE321,Final,2026-07-07,50,C+,2.50
EXM020201,2026025000000202,2,EEE101,Final,2026-07-04,90,A+,4.00
EXM020202,2026025000000202,2,EEE203,Final,2026-07-05,65,B+,3.25
EXM020203,2026025000000202,2,EEE221,Final,2026-07-06,67,B+,3.25
EXM020204,2026025000000202,2,EEE303,Final,2026-07-07,57,B-,2.75
EXM020205,2026025000000202,2,EEE315,Final,2026-07-08,59,B-,2.75
EXM020301,2026035100000203,3,BUS101,Final,2026-07-05,53,C+,2.50
EXM020302,2026035100000203,3,BUS203,Final,2026-07-06,81,A+,4.00
EXM020303,2026035100000203,3,FIN221,Final,2026-07-07,82,A+,4.00
EXM020304,2026035100000203,3,MKT301,Final,2026-07-08,87,A+,4.00
EXM020305,2026035100000203,3,ACC211,Final,2026-07-09,75,A,3.75
EXM020401,2026045200000204,4,ENG101,Final,2026-07-06,83,A+,4.00
EXM020402,2026045200000204,4,ENG205,Final,2026-07-07,60,B,3.00
EXM020403,2026045200000204,4,ENG221,Final,2026-07-08,97,A+,4.00
EXM020404,2026045200000204,4,ENG303,Final,2026-07-09,67,B+,3.25
EXM020405,2026045200000204,4,ENG315,Final,2026-07-10,64,B,3.00
EXM020501,2026055300000205,5,LAW101,Final,2026-07-07,43,D,2.00
EXM020502,2026055300000205,5,LAW203,Final,2026-07-08,97,A+,4.00
EXM020503,2026055300000205,5,LAW221,Final,2026-07-09,75,A,3.75
EXM020504,2026055300000205,5,LAW303,Final,2026-07-10,52,C+,2.50
EXM020505,2026055300000205,5,LAW315,Final,2026-07-11,78,A,3.75
EXM020601,2026065400000206,6,PHR101,Final,2026-07-08,59,B-,2.75
EXM020602,2026065400000206,6,PHR203,Final,2026-07-09,76,A,3.75
EXM020603,2026065400000206,6,PHR221,Final,2026-07-10,42,D,2.00
EXM020604,2026065400000206,6,PHR303,Final,2026-07-11,50,C+,2.50
EXM020605,2026065400000206,6,PHR315,Final,2026-07-12,51,C+,2.50
EXM020701,2026075500000207,7,CE101,Final,2026-07-09,89,A+,4.00
EXM020702,2026075500000207,7,CE203,Final,2026-07-10,68,B+,3.25
EXM020703,2026075500000207,7,CE221,Final,2026-07-11,73,A-,3.50
EXM020704,2026075500000207,7,CE303,Final,2026-07-12,70,A-,3.50
EXM020705,2026075500000207,7,CE315,Final,2026-07-13,96,A+,4.00
EXM020801,2026085600000208,8,ECO101,Final,2026-07-10,74,A-,3.50
EXM020802,2026085600000208,8,ECO203,Final,2026-07-11,91,A+,4.00
EXM020803,2026085600000208,8,ECO221,Final,2026-07-12,64,B,3.00
EXM020804,2026085600000208,8,ECO303,Final,2026-07-13,86,A+,4.00
EXM020805,2026085600000208,8,ECO315,Final,2026-07-14,62,B,3.00
EXM020901,2026014900000209,1,CSE101,Final,2026-07-11,45,C,2.25
EXM020902,2026014900000209,1,CSE203,Final,2026-07-12,77,A,3.75
EXM020903,2026014900000209,1,CSE211,Final,2026-07-13,41,D,2.00
EXM020904,2026014900000209,1,CSE305,Final,2026-07-14,57,B-,2.75
EXM020905,2026014900000209,1,CSE321,Final,2026-07-15,81,A+,4.00
EXM021001,2026025000000210,2,EEE101,Final,2026-07-12,69,B+,3.25
EXM021002,2026025000000210,2,EEE203,Final,2026-07-13,97,A+,4.00
EXM021003,2026025000000210,2,EEE221,Final,2026-07-14,83,A+,4.00
EXM021004,2026025000000210,2,EEE303,Final,2026-07-15,45,C,2.25
EXM021005,2026025000000210,2,EEE315,Final,2026-07-16,47,C,2.25
EXM021101,2026035100000211,3,BUS101,Final,2026-07-13,86,A+,4.00
EXM021102,2026035100000211,3,BUS203,Final,2026-07-14,64,B,3.00
EXM021103,2026035100000211,3,FIN221,Final,2026-07-15,50,C+,2.50
EXM021104,2026035100000211,3,MKT301,Final,2026-07-16,78,A,3.75
EXM021105,2026035100000211,3,ACC211,Final,2026-07-17,77,A,3.75
EXM021201,2026045200000212,4,ENG101,Final,2026-07-14,82,A+,4.00
EXM021202,2026045200000212,4,ENG205,Final,2026-07-15,92,A+,4.00
EXM021203,2026045200000212,4,ENG221,Final,2026-07-16,71,A-,3.50
EXM021204,2026045200000212,4,ENG303,Final,2026-07-17,95,A+,4.00
EXM021205,2026045200000212,4,ENG315,Final,2026-07-18,58,B-,2.75
EXM021301,2026055300000213,5,LAW101,Final,2026-07-15,97,A+,4.00
EXM021302,2026055300000213,5,LAW203,Final,2026-07-16,97,A+,4.00
EXM021303,2026055300000213,5,LAW221,Final,2026-07-17,84,A+,4.00
EXM021304,2026055300000213,5,LAW303,Final,2026-07-18,91,A+,4.00
EXM021305,2026055300000213,5,LAW315,Final,2026-07-19,65,B+,3.25
EXM021401,2026065400000214,6,PHR101,Final,2026-07-16,87,A+,4.00
EXM021402,2026065400000214,6,PHR203,Final,2026-07-17,76,A,3.75
EXM021403,2026065400000214,6,PHR221,Final,2026-07-18,55,B-,2.75
EXM021404,2026065400000214,6,PHR303,Final,2026-07-19,70,A-,3.50
EXM021405,2026065400000214,6,PHR315,Final,2026-07-20,67,B+,3.25
EXM021501,2026075500000215,7,CE101,Final,2026-07-17,49,C,2.25
EXM021502,2026075500000215,7,CE203,Final,2026-07-18,46,C,2.25
EXM021503,2026075500000215,7,CE221,Final,2026-07-19,62,B,3.00
EXM021504,2026075500000215,7,CE303,Final,2026-07-20,69,B+,3.25
EXM021505,2026075500000215,7,CE315,Final,2026-07-21,67,B+,3.25
EXM021601,2026085600000216,8,ECO101,Final,2026-07-18,71,A-,3.50
EXM021602,2026085600000216,8,ECO203,Final,2026-07-19,84,A+,4.00
EXM021603,2026085600000216,8,ECO221,Final,2026-07-20,79,A,3.75
EXM021604,2026085600000216,8,ECO303,Final,2026-07-21,67,B+,3.25
EXM021605,2026085600000216,8,ECO315,Final,2026-07-22,40,D,2.00
EXM021701,2026014900000217,1,CSE101,Final,2026-07-19,53,C+,2.50
EXM021702,2026014900000217,1,CSE203,Final,2026-07-20,77,A,3.75
EXM021703,2026014900000217,1,CSE211,Final,2026-07-21,93,A+,4.00
EXM021704,2026014900000217,1,CSE305,Final,2026-07-22,63,B,3.00
EXM021705,2026014900000217,1,CSE321,Final,2026-07-23,51,C+,2.50
EXM021801,2026025000000218,2,EEE101,Final,2026-07-20,95,A+,4.00
EXM021802,2026025000000218,2,EEE203,Final,2026-07-21,69,B+,3.25
EXM021803,2026025000000218,2,EEE221,Final,2026-07-22,97,A+,4.00
EXM021804,2026025000000218,2,EEE303,Final,2026-07-23,89,A+,4.00
EXM021805,2026025000000218,2,EEE315,Final,2026-07-24,65,B+,3.25
EXM021901,2026035100000219,3,BUS101,Final,2026-07-21,84,A+,4.00
EXM021902,2026035100000219,3,BUS203,Final,2026-07-22,70,A-,3.50
EXM021903,2026035100000219,3,FIN221,Final,2026-07-23,63,B,3.00
EXM021904,2026035100000219,3,MKT301,Final,2026-07-24,59,B-,2.75
EXM021905,2026035100000219,3,ACC211,Final,2026-07-25,72,A-,3.50
EXM022001,2026045200000220,4,ENG101,Final,2026-07-02,62,B,3.00
EXM022002,2026045200000220,4,ENG205,Final,2026-07-03,91,A+,4.00
EXM022003,2026045200000220,4,ENG221,Final,2026-07-04,94,A+,4.00
EXM022004,2026045200000220,4,ENG303,Final,2026-07-05,55,B-,2.75
EXM022005,2026045200000220,4,ENG315,Final,2026-07-06,73,A-,3.50
EXM022101,2026055300000221,5,LAW101,Final,2026-07-03,91,A+,4.00
EXM022102,2026055300000221,5,LAW203,Final,2026-07-04,96,A+,4.00
EXM022103,2026055300000221,5,LAW221,Final,2026-07-05,82,A+,4.00
EXM022104,2026055300000221,5,LAW303,Final,2026-07-06,92,A+,4.00
EXM022105,2026055300000221,5,LAW315,Final,2026-07-07,85,A+,4.00
EXM022201,2026065400000222,6,PHR101,Final,2026-07-04,82,A+,4.00
EXM022202,2026065400000222,6,PHR203,Final,2026-07-05,47,C,2.25
EXM022203,2026065400000222,6,PHR221,Final,2026-07-06,56,B-,2.75
EXM022204,2026065400000222,6,PHR303,Final,2026-07-07,96,A+,4.00
EXM022205,2026065400000222,6,PHR315,Final,2026-07-08,97,A+,4.00
EXM022301,2026075500000223,7,CE101,Final,2026-07-05,92,A+,4.00
EXM022302,2026075500000223,7,CE203,Final,2026-07-06,55,B-,2.75
EXM022303,2026075500000223,7,CE221,Final,2026-07-07,79,A,3.75
EXM022304,2026075500000223,7,CE303,Final,2026-07-08,51,C+,2.50
EXM022305,2026075500000223,7,CE315,Final,2026-07-09,88,A+,4.00
EXM022401,2026085600000224,8,ECO101,Final,2026-07-06,80,A+,4.00
EXM022402,2026085600000224,8,ECO203,Final,2026-07-07,59,B-,2.75
EXM022403,2026085600000224,8,ECO221,Final,2026-07-08,51,C+,2.50
EXM022404,2026085600000224,8,ECO303,Final,2026-07-09,51,C+,2.50
EXM022405,2026085600000224,8,ECO315,Final,2026-07-10,90,A+,4.00
EXM022501,2026014900000225,1,CSE101,Final,2026-07-07,44,D,2.00
EXM022502,2026014900000225,1,CSE203,Final,2026-07-08,62,B,3.00
EXM022503,2026014900000225,1,CSE211,Final,2026-07-09,66,B+,3.25
EXM022504,2026014900000225,1,CSE305,Final,2026-07-10,46,C,2.25
EXM022505,2026014900000225,1,CSE321,Final,2026-07-11,73,A-,3.50
EXM022601,2026025000000226,2,EEE101,Final,2026-07-08,57,B-,2.75
EXM022602,2026025000000226,2,EEE203,Final,2026-07-09,61,B,3.00
EXM022603,2026025000000226,2,EEE221,Final,2026-07-10,84,A+,4.00
EXM022604,2026025000000226,2,EEE303,Final,2026-07-11,52,C+,2.50
EXM022605,2026025000000226,2,EEE315,Final,2026-07-12,90,A+,4.00
EXM022701,2026035100000227,3,BUS101,Final,2026-07-09,92,A+,4.00
EXM022702,2026035100000227,3,BUS203,Final,2026-07-10,69,B+,3.25
EXM022703,2026035100000227,3,FIN221,Final,2026-07-11,82,A+,4.00
EXM022704,2026035100000227,3,MKT301,Final,2026-07-12,73,A-,3.50
EXM022705,2026035100000227,3,ACC211,Final,2026-07-13,62,B,3.00
EXM022801,2026045200000228,4,ENG101,Final,2026-07-10,56,B-,2.75
EXM022802,2026045200000228,4,ENG205,Final,2026-07-11,63,B,3.00
EXM022803,2026045200000228,4,ENG221,Final,2026-07-12,61,B,3.00
EXM022804,2026045200000228,4,ENG303,Final,2026-07-13,61,B,3.00
EXM022805,2026045200000228,4,ENG315,Final,2026-07-14,51,C+,2.50
EXM022901,2026055300000229,5,LAW101,Final,2026-07-11,85,A+,4.00
EXM022902,2026055300000229,5,LAW203,Final,2026-07-12,76,A,3.75
EXM022903,2026055300000229,5,LAW221,Final,2026-07-13,76,A,3.75
EXM022904,2026055300000229,5,LAW303,Final,2026-07-14,84,A+,4.00
EXM022905,2026055300000229,5,LAW315,Final,2026-07-15,66,B+,3.25
EXM023001,2026065400000230,6,PHR101,Final,2026-07-12,93,A+,4.00
EXM023002,2026065400000230,6,PHR203,Final,2026-07-13,80,A+,4.00
EXM023003,2026065400000230,6,PHR221,Final,2026-07-14,65,B+,3.25
EXM023004,2026065400000230,6,PHR303,Final,2026-07-15,91,A+,4.00
